sequenceID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr3:60000-66170270,5264739,1.2538633451465202,6601262,568,9.030056008311542,110.41380710108088,3172,41.986352979701365,0.9999048425148588,4278,20851.55343493548,4278,144.40066978700438,20.0,26.0,13.0,13.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr4:52660117-59739333,498519,1.1954513177056796,595954,142,9.304282319995558,103.925591920841,1840,33.28264519506779,0.999879638663003,2051,13617.671150269967,2051,116.69477773349573,19.0,24.0,12.0,12.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr4:75452279-190000000,7672554,1.1477287937926268,8806010,576,10.23789536792924,153.58134105025505,2392,28.90631594121071,0.9998399485284626,3741,8139.54329969829,3741,90.21941753136234,18.0,23.0,12.0,12.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr5:100000-17500000,1295990,1.190249299955478,1542550,618,9.16333104772137,105.52319047330992,2111,34.13366846966412,0.9998578110552404,2336,13399.843323798788,2336,115.75769228780776,19.0,24.0,12.0,12.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr10:18024675-38818835,1540382,1.1010263045311517,1696000,171,8.440715960653726,90.27209892599222,1613,28.771306078622057,0.9998820392888764,1874,7703.711691398726,1874,87.77079065041357,15.0,21.0,12.0,12.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr1:17175658-29878082,1009568,1.2617290382906732,1273800,356,5.203424338534537,32.142364188003114,1666,50.99637369647216,0.9999196280168956,2176,20109.98826995716,2176,141.80969032459367,18.0,25.0,13.0,13.0,7.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr2:16329724-21153113,374557,1.1304744817864352,423426,52,6.4744092917523695,47.68836090247099,1151,33.22955384627707,0.9999004482292252,1176,9493.426543171649,1176,97.43421649077725,16.0,22.0,12.0,12.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr3:60000-66170270,4965439,1.1167582799342173,5545194,192,7.486129146664319,68.51560863307762,1730,30.869440144164493,0.9998931861358256,1813,8756.551918721125,1813,93.57644959454876,15.0,21.0,12.0,12.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr4:52660117-59739333,509377,1.093545828621686,557026,58,7.352665262652533,62.13822470661785,1074,26.709439177662123,0.9998637973522128,1137,6115.152495196073,1137,78.19944050436725,14.0,20.0,12.0,12.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,8521917,1.0745693808763193,9157390,465,8.438769325542816,88.78153282083453,1500,24.61676099403456,0.9998337343584796,1640,4772.103585947869,1640,69.08041390978971,14.0,20.0,12.0,12.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr5:100000-17500000,1185488,1.0791995188475283,1279377,424,8.354356703442539,86.77352902934864,1294,24.37874023187076,0.999829998592148,1562,5169.690099491359,1562,71.90055701794917,14.0,19.0,11.0,11.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr10:18024675-38818835,1367552,1.4786044542397323,2022067,2369,10.551589412914996,151.6695186258196,4541,57.43113753626919,0.9998750681537952,8397,76718.0371327856,8397,276.9802107241339,14.0,19.0,11.0,11.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr1:17175658-29878082,1123371,2.090445712454489,2348344,1388,6.121356668544729,43.76067961590674,4976,119.74069118750616,0.9999219703892914,6733,194114.5152005374,6733,440.5842884177072,25.0,32.0,14.0,14.0,7.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr2:16329724-21153113,354345,1.641331587384011,581596,55,7.391175181787983,63.93219344459668,3456,75.06007422145085,0.9999324217534,4866,101251.31480393416,4866,318.200117542301,17.0,22.0,11.0,11.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr3:60000-66170270,4583432,1.5821750125615506,7251790,1420,8.997891652474012,104.18636318079136,5802,69.26443045298807,0.9999281574306856,8342,98881.10243580694,8342,314.453657055864,16.0,21.0,11.0,11.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr4:52660117-59739333,457064,1.4782010357434314,675631,107,9.200528205028876,102.14859504083896,3444,57.42855048745909,0.999928845057426,5036,73960.73094068505,5036,271.9572226301134,14.0,19.0,10.0,10.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr4:75452279-190000000,7100379,1.3591620051777524,9650564,2960,9.58432558954581,117.4450461432634,4492,46.33948497678786,0.9999012607047074,5699,43058.31121450969,5699,207.5049667225093,13.0,18.0,10.0,10.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr5:100000-17500000,1097110,1.4025516151995836,1538752,1454,9.604899765131258,116.42024286252986,3785,50.95258542899071,0.9999013446471192,4911,55526.59738452974,4911,235.6408228311252,14.0,19.0,10.0,10.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr10:18024675-38818835,1281216,1.2187205113895794,1561443,113,7.7906955625743874,75.07432723909758,2609,46.85704674309406,0.999946772155102,3163,27648.83090403116,3163,166.27937606339265,19.0,25.0,13.0,13.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr1:17175658-29878082,1076647,1.5003269412601727,1615321,590,4.882662801383894,27.72680569302232,2858,94.2412879987591,0.9999562454387186,3702,73483.29036510673,3702,271.078015274398,30.0,38.0,17.0,17.0,8.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr2:16329724-21153113,301968,1.2987213834624314,392171,38,6.106981752023919,42.47722684594708,2190,60.73532625973613,0.9999570778995632,2564,42606.92322855618,2564,206.4144453001199,20.0,26.0,13.0,13.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr3:60000-66170270,4254846,1.2674097411304055,5392632,88,7.0092825996033135,61.00228421210076,3185,55.83022652288708,0.9999548874429792,3919,37235.88688954456,3919,192.9660252208781,20.0,26.0,13.0,13.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr4:52660117-59739333,420625,1.220405873178896,513332,63,7.528453961431333,67.86697104814348,2168,46.552038038632986,0.9999492889824552,2809,28575.101535133177,2809,169.04171536970742,18.0,24.0,12.0,12.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,6493664,1.1575787040380752,7516926,524,8.769475366829553,113.94173217308705,2832,36.746126069966046,0.9999274888068108,4537,15812.508018053815,4537,125.7477952810856,17.0,22.0,12.0,12.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr5:100000-17500000,992771,1.179799953664998,1171270,800,8.06177183785058,81.95327060848398,2267,40.66599648861621,0.9999260148548312,2893,20922.82766026572,2893,144.6472525154409,18.0,23.0,12.0,12.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr10:18024675-38818835,1556480,1.3441022975575,2092067,1070,9.468501638850476,108.01570997510576,3558,44.99644903885691,0.9999006720821214,4470,43669.70275324695,4470,208.97297134616943,14.0,20.0,11.0,11.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr1:17175658-29878082,930157,1.692587049914208,1574370,1106,5.866477432984089,40.52699067198466,3170,78.31659171516206,0.9998953496647658,3863,73494.62062218714,3863,271.09891298599325,19.0,25.0,13.0,13.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr2:16329724-21153113,345562,1.4446190397643253,499204,46,7.865185064117306,72.32668177231255,2800,54.570080043523305,0.9999237921726332,3404,55804.53759201412,3404,236.2298406044717,15.0,20.0,11.0,11.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr3:60000-66170270,4958050,1.4035085171606816,6958664,983,8.913521936062184,101.61364828281523,4381,50.523652242313005,0.9999170559633808,6586,51421.681268810346,6586,226.7634919223338,14.0,20.0,11.0,11.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr4:52660117-59739333,532865,1.3334321703098726,710538,85,8.918611728598023,92.39823538518868,2811,44.11524494947125,0.9999190693208804,3573,40775.69869818369,3573,201.929935121526,14.0,20.0,11.0,11.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr4:75452279-190000000,9156749,1.3119775710765438,12013448,908,10.034576219268466,119.8616933882193,4373,41.82971794902318,0.9999158811444032,4804,41558.64600647216,4804,203.85937801943808,14.0,20.0,12.0,12.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr5:100000-17500000,1078435,1.2935960846931756,1395058,235,10.282742800156054,130.17309281430897,3237,39.27835150009041,0.9999147036668566,4459,35607.81517229439,4459,188.7003316698049,13.0,18.0,10.0,10.0,5.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr10:18024675-38818835,1169517,1.578519661124773,1846104,4016,10.330053828069754,138.4239935659146,4978,71.35524237783632,0.999835688001715,8181,101702.77002582367,8181,318.90871738763065,25.0,32.0,15.0,15.0,7.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr1:17175658-29878082,1072176,2.358001259122811,2528190,1385,6.184631655909126,45.8147760414329,6162,155.64550689439048,0.9999342478561816,9454,309231.4480286954,9454,556.0858279336882,41.0,50.0,21.0,21.0,9.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr2:16329724-21153113,296865,1.7923291473536704,532078,79,8.042833166888965,77.02531298574581,3982,95.93152106176208,0.9999434549664158,6228,163723.81737453616,6228,404.6279987526026,27.0,34.0,16.0,16.0,7.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr3:60000-66170270,4012351,1.758798210525004,7056914,1880,9.192568546253868,111.7911885757721,7056,92.1507445385511,0.9999392743066912,11145,159561.0398037643,11145,399.4509228976249,28.0,35.0,16.0,16.0,7.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr4:52660117-59739333,394144,1.625445587007761,640658,96,8.932161350919802,95.07025888216886,3888,76.77531562068685,0.9999396890698926,5539,115211.86835877429,5539,339.4287382629442,24.0,31.0,15.0,15.0,7.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr4:75452279-190000000,5786520,1.4321857406845118,8287370,1166,9.950516869986677,134.43961055633764,5096,56.874061957791554,0.9999250101224152,6839,52969.76390966129,6839,230.15161070403417,23.0,29.0,14.0,14.0,6.0,0,1
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr5:100000-17500000,952534,1.5233320000461927,1451024,1370,10.1335026120804,131.51061933481452,4446,65.94648065055945,0.9999238171089312,6749,88560.05455620174,6749,297.5904140865457,23.0,29.0,15.0,15.0,6.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr10:18024675-38818835,1493233,1.0452280690475426,1560768,18,6.518740730459754,121.12970810424338,113,5.721067643160846,0.95932834113745,112,14.135144753109904,112,3.7596734902262328,5.0,8.0,5.0,5.0,3.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr1:17175658-29878082,478130,1.037088317169634,495862,9,0.959609484639701,1.4267925199119644,33,4.433520172338067,0.9410808229955506,32,9.50977636249124,32,3.083792529093233,4.0,6.0,4.0,4.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr2:16329724-21153113,344925,1.04385313866243,360050,17,0.5715329582564039,0.2900930469725531,24,5.654666956584765,0.9383273493055942,23,9.275662824865222,23,3.0455972854048223,5.0,8.0,5.0,5.0,3.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr3:60000-66170270,4617407,1.044339180916731,4822138,17,0.5889311587385911,0.4886713446849993,47,5.63352093501829,0.9381727996844564,48,9.262969315111723,48,3.04351266058016,5.0,8.0,5.0,5.0,3.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr4:52660117-59739333,542912,1.0449981672870876,567341,13,0.5715816886753322,0.354055450797277,25,5.74647456678062,0.9371282978857416,24,9.136648761347727,24,3.022688995141201,4.0,8.0,5.0,5.0,4.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr4:75452279-190000000,9976819,1.048662810126435,10462318,14,1.5041784249813586,34.99875754697265,142,6.219153620006537,0.9397238571306736,143,9.642752289343434,143,3.105278133975028,4.0,8.0,6.0,6.0,4.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr5:100000-17500000,1087251,1.0436164635548402,1134672,14,0.5865926538454032,0.4899837472806854,41,5.356170746221434,0.9349449017413038,40,8.81243700584133,40,2.9685749116101703,4.0,7.0,5.0,5.0,3.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr10:18024675-38818835,1079361,1.040676882597095,1123265,12,2.655721598852222,29.772529069109048,61,3.8466824352556745,0.9131852175811838,61,6.506765801986807,61,2.550836294627079,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr1:17175658-29878082,508076,1.035073561974118,525895,11,1.0319133143053674,1.7557297682249071,22,3.274102693297853,0.8879468864231248,21,4.966343791908836,21,2.2285295133582674,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr2:16329724-21153113,248195,1.0388567008066272,257838,10,0.786907980503901,0.7286581572998201,19,3.808481234513185,0.8966171500199659,18,5.441674276280143,18,2.33273965034252,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr3:60000-66170270,3463264,1.0397327606941775,3600868,14,0.8613894256810308,1.615347186108957,52,3.861312334260397,0.9000766528413842,51,5.6389823732448034,51,2.374654158660752,3.0,5.0,4.0,4.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr4:52660117-59739333,385962,1.040861641461184,401732,11,1.7792764761018207,10.726133423082777,46,3.979518709095714,0.9152058621901142,45,6.676680853025433,45,2.5839274086215025,3.0,5.0,4.0,4.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr4:75452279-190000000,6802245,1.0422738437492098,7089801,15,1.8277928093960911,37.18789229285321,101,4.186630002300711,0.9082083529616712,101,6.190088368206264,101,2.487988819952024,4.0,6.0,4.0,4.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr5:100000-17500000,811689,1.0393858231241562,843657,9,0.8663497702509371,1.0986059359850873,26,3.5864869426590724,0.8910128639264208,25,5.168625943411652,25,2.273461225403163,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr10:18024675-38818835,1635664,1.051672624495388,1720182,15,3.549353674582948,49.905932689832966,85,5.970841811032095,0.9547401156629236,84,12.919527701590026,84,3.594374452055604,4.0,8.0,6.0,6.0,4.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr1:17175658-29878082,565625,1.0427704623566183,589816,19,1.0269388745944958,1.8669043312217912,39,4.803433370165746,0.9486398979415366,38,11.103201118046655,38,3.3321466231315,5.0,7.0,4.0,4.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr2:16329724-21153113,375236,1.0512185696963237,394454,11,0.6431472938406599,0.525242359540254,30,5.887441503480476,0.9423531788041508,29,10.1403702718849,29,3.184394804650469,4.0,8.0,6.0,6.0,4.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr3:60000-66170270,5180467,1.052024856451138,5449979,15,0.6281383036571466,0.642643622139714,48,6.022895426223157,0.943803974907048,48,10.412122188287473,48,3.2267820174730537,4.0,8.0,6.0,6.0,4.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr4:52660117-59739333,607031,1.0549182083257829,640367,12,3.3295188445014845,32.210709805289504,81,6.305781747554902,0.9608127315683064,80,15.099344346171131,80,3.885787480829482,4.0,8.0,6.0,6.0,4.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr4:75452279-190000000,11088699,1.057229442085987,11723298,16,0.9325481566928452,11.354499364209268,111,6.702708947190288,0.9444258524626884,112,10.710132355179637,112,3.272633855960614,5.0,9.0,6.0,6.0,4.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr5:100000-17500000,1164143,1.0489261619286994,1221099,12,0.6830223284812399,1.128290797403849,46,5.450239360628377,0.9365519224804124,45,9.153094757948262,45,3.025408196912982,4.0,7.0,5.0,5.0,3.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr10:18024675-38818835,1002164,1.040221001972733,1042471,9,1.8024345076545687,14.238227804524309,39,3.480737683652576,0.8821374861773542,38,4.78074163534634,38,2.1864907123851087,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr1:17175658-29878082,513592,1.0366575738282018,532418,8,0.879268796426802,1.3246385414909994,22,3.0942148631598623,0.8563305260850388,21,3.881082904720909,21,1.970046421971043,2.0,4.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr2:16329724-21153113,230054,1.038630228686433,238940,6,0.7704661315359767,0.8319696050039078,18,3.439175150182132,0.8681817040334947,17,4.253933328159904,17,2.0625065643919545,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr3:60000-66170270,3139822,1.0398204228839798,3264850,9,0.7804575910983343,0.9243348350445162,26,3.436356583271281,0.8682550130290667,25,4.273070798178529,25,2.067140730133904,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr4:52660117-59739333,344569,1.0402881289034385,358450,7,0.74038444105111,0.7087009791629613,17,3.488462397952224,0.8686745531410449,16,4.292302506212279,16,2.071787273397604,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr4:75452279-190000000,5766124,1.04158409385301,6005902,11,0.742614364977271,0.7601484836263941,24,3.572283218328291,0.8716385414718282,23,4.4103331437721645,23,2.100079318447797,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr5:100000-17500000,802423,1.0403453544394343,834796,9,0.8433425843619983,1.370492516133989,25,3.4029470740494725,0.8687065075333612,24,4.294953547890934,24,2.072426970460222,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr10:18024675-38818835,763969,1.1860090998575856,906073,14,1.4666965177188718,5.121706825691796,43,4.016292545901732,0.9057967669541316,42,8.799071960617724,42,2.9663229697080733,4.0,6.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr1:17175658-29878082,238861,1.1421585866197772,272816,11,1.4457721118026177,3.329353758249457,28,3.1190441302682315,0.8883556371769114,27,6.68447331358331,27,2.5854348403282783,3.0,4.0,2.0,2.0,1.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr2:16329724-21153113,166431,1.1811752688818122,196583,9,1.2705549110186871,2.6049565152992447,30,3.883987958973989,0.9006958904509377,29,8.253847176979468,29,2.872950952762589,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr3:60000-66170270,2277497,1.1776249003291337,2682036,14,1.1965184562134903,2.1887927564038208,37,3.8855915068164735,0.8992857020922497,36,8.063691917475037,36,2.8396640501078707,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr4:52660117-59739333,263408,1.184642017865888,312043,10,1.229469505655352,2.408109948735191,29,3.9216045070764745,0.897789284206207,29,8.099682367548173,29,2.8459940912707764,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr4:75452279-190000000,5157136,1.202843827047382,6203228,17,1.1745970076289187,2.99983317867236,59,4.4378195572116,0.907235751435024,58,9.301138928829827,58,3.0497768654165225,4.0,6.0,4.0,4.0,2.0,0,1
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr5:100000-17500000,553180,1.1788643458988863,652123,15,1.2019556790416484,2.159915365427581,30,3.816074333851549,0.8973164405216782,30,7.937135592435358,30,2.8172922447689657,3.0,5.0,3.0,3.0,2.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr10:18024675-38818835,1205104,1.1610675602002485,1399206,80,6.946162352018706,61.63148165372704,2100,43.57975660191983,0.9999457798324126,2620,19779.896560126108,2620,140.64102019014973,16.0,21.0,11.0,11.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr1:17175658-29878082,1481614,1.4632458003540736,2167964,656,5.298130062727748,33.7313065492793,3471,102.5236849813784,0.9999640411655266,4160,87760.13097091863,4160,296.24336443356606,32.0,42.0,19.0,19.0,10.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr2:16329724-21153113,283211,1.1995692242505562,339730,39,5.690954703634851,37.66509570431592,1730,52.48396425280092,0.9999551614175634,1866,26328.681145589875,1866,162.2611510670064,17.0,22.0,11.0,11.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr3:60000-66170270,4489187,1.2223155823795226,5487202,112,7.746624765227247,83.23488104432151,3700,56.81986938837701,0.9999607341067918,5074,37013.23775667668,5074,192.38824744946527,19.0,25.0,13.0,13.0,6.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr4:52660117-59739333,389719,1.1548427324373007,450063,36,6.830879817447875,58.18681686262142,1748,42.10135507891584,0.9999446968778528,2218,19061.04489253637,2218,138.06174304468408,15.0,20.0,10.0,10.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,5282993,1.106423784098102,5845228,562,7.5494808077088,76.5329872251862,2158,32.220951456873024,0.999912971475935,2382,10605.34963261899,2382,102.98227824542916,14.0,18.0,9.0,9.0,4.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr5:100000-17500000,1123708,1.1716070114362551,1316543,553,8.443577919094935,103.04743493207955,2489,45.60633278396167,0.9999356737665752,4149,26034.254985827847,4149,161.35134020462257,16.0,22.0,12.0,12.0,6.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr10:18024675-38818835,1349164,1.415935657885667,1910328,1553,8.669265589573556,92.28033695221828,3414,49.60948631893528,0.9998702060850662,4488,46630.171970367126,4488,215.9402046177764,13.0,18.0,10.0,10.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr1:17175658-29878082,1425290,2.0607118977274084,2937110,2365,6.386571950740767,47.299225374318446,5033,113.39471265496846,0.9999042886258964,6573,179350.7428892048,6573,423.4982206446738,26.0,34.0,16.0,16.0,8.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr2:16329724-21153113,315572,1.5176489601389227,478926,44,7.542445438049435,67.14824904386137,2820,58.80344263749635,0.9999186459290252,3543,61804.08006394711,3543,248.60426396976203,13.0,18.0,9.0,9.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr3:60000-66170270,4952059,1.5442617998416013,7647274,1670,9.88005514839017,133.1884911426476,5585,63.03160099667633,0.9999187159476236,9576,83761.06678954349,9576,289.4150424382663,16.0,21.0,11.0,11.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr4:52660117-59739333,450805,1.4129289003646817,636954,67,8.144613051279139,77.81482206819518,2764,49.10958396646,0.9999144749392408,3298,45517.37818223506,3298,213.34802127564964,12.0,17.0,9.0,9.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr4:75452279-190000000,6613047,1.2992008523757432,8591675,1116,9.243157704138609,107.32296964402217,3601,37.81727863116654,0.9998914415717576,4165,28080.289446384963,4165,167.5717441765913,12.0,16.0,8.0,8.0,4.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr5:100000-17500000,1245098,1.4279738847656047,1777966,1395,9.268937767393664,108.24288851814384,3708,50.94153070681986,0.9998934210820308,5293,54297.14503070074,5293,233.0174779511201,13.0,18.0,10.0,10.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr10:18024675-38818835,1592063,1.18469506840814,1886108,447,10.358294279411243,141.19358091569967,2373,32.58574378023985,0.9998864979096432,2877,13588.420073143734,2877,116.56937879710836,18.0,23.0,12.0,12.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr1:17175658-29878082,1673931,1.5333986486890132,2566802,721,6.739881816675077,53.93028033009266,3541,78.75949904745178,0.9999379516155248,4693,72408.33846236524,4693,269.0879753210188,28.0,37.0,18.0,18.0,9.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr2:16329724-21153113,376571,1.216613113099822,458140,92,8.539847238475406,88.63729683941904,1929,37.95201170562789,0.9999186744759896,2405,18695.97274299809,2405,136.73321740893135,19.0,24.0,12.0,12.0,5.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr3:60000-66170270,5945570,1.233492706921743,7333816,861,10.749883567056212,158.09698852137797,3739,40.89206686659143,0.9999214696028992,4978,24028.75459320428,4978,155.0121111178229,20.0,26.0,14.0,14.0,6.0,0,1
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr4:52660117-59739333,526374,1.1707667376556168,616260,72,9.736452058084732,116.46393632605935,1804,30.91552394305189,0.9998903735343716,2175,11862.018613547882,2175,108.91289461559582,18.0,23.0,11.0,11.0,5.0,0,1
